EN,EM,Description,Composition strategy,Attribute
soaked clothes,👕💦,"[':t-shirt:', ':sweat_droplets:']",Semantic list,WETNESS
elevated stage,📶🎭,"[':antenna_bars:', ':performing_arts:']",Semantic list,HEIGHT
tough armor,🛡️🦾,"[':shield:', ':mechanical_arm:']",Semantic list,STRENGTH
mammoth structure,🏢🏭,"[':office_building:', ':factory:']",Semantic list,SIZE
parched farmland,🚜🏜️,"[':tractor:', ':desert:']",Semantic list,WETNESS
drowsy glance,😪👀,"[':sleepy_face:', ':eyes:']",Semantic list,DULLNESS
oversized shoes,👟👟,"[':running_shoe:', ':running_shoe:']",Semantic list,SIZE
fat marker,🖍️📏,"[':crayon:', ':straight_ruler:']",Semantic list,THICKNESS
well-trained dog,🦮🔗,"[':guide_dog:', ':link:']",Semantic list,TAMENESS
lengthy bridge,🌉🛤️,"[':bridge_at_night:', ':railway_track:']",Semantic list,SIZE
dust-free furniture,🪑🧴,"[':chair:', ':lotion_bottle:']",Semantic list,CLEANNESS
soft chicken,🐔🪶,"[':chicken:', ':feather:']",Semantic list,TAMENESS
internal organ,🧠🫀🫁,"[':brain:', ':anatomical_heart:', ':lungs:']",Semantic list,POSITION
domestic animal,😺🐶,"[':grinning_cat:', ':dog_face:']",Semantic list,TAMENESS
gentle panda,🐼🍃,"[':panda_face:', ':leaf_fluttering_in_wind:']",Semantic list,TAMENESS
average people,👧🧒👦,"[':girl:', ':child:', ':boy:']",Semantic list,COMMONNESS
plain visitors,🚶‍♀️🚶‍♂️,"[':woman_walking:', ':man_walking:']",Semantic list,COMMONNESS
mysterious cavern,🕳️🔦,"[':hole:', ':flashlight:']",Semantic list,DEPTH
average merit,🙆‍♂️🙆,"[':man_gesturing_OK:', ':person_gesturing_OK:']",Semantic list,ORDINARINESS
lofty balcony,🏢👀,"[':office_building:', ':eyes:']",Semantic list,HEIGHT
hanging bridge,🌉⬆️,"[':bridge_at_night:', ':up_arrow:']",Semantic list,HEIGHT
warm body,♨️🦶🦵👃👂🖐,"[':hot_springs:', ':foot:', ':leg:', ':nose:', ':ear:', ':hand_with_fingers_splayed:']",Semantic list,TEMPERATURE
stubbly chin,👨🪒,"[':man:', ':razor:']",Semantic list,LENGTH
obvious meaning,📃✅,"[':page_with_curl:', ':check_mark_button:']",Semantic list,CLARITY
forceful wind,🌪️💥,"[':tornado:', ':collision:']",Semantic list,STRENGTH
cropped fringe,👩‍🦱✂️,"[':woman_curly_hair:', ':scissors:']",Semantic list,LENGTH
enlightened guru,🧘💡,"[':person_in_lotus_position:', ':light_bulb:']",Semantic list,INTELLIGENCE
docile sheep,🐑🌾,"[':sheep:', ':sheaf_of_rice:']",Semantic list,TAMENESS
frozen treat,🍦🧊,"[':soft_ice_cream:', ':ice_cube:']",Semantic list,TEMPERATURE
common nuisance,😒💢🙍‍♂️,"[':unamused_face:', ':anger_symbol:', ':man_frowning:']",Semantic list,COMMONNESS
lanky braids,👩‍🦱🪢,"[':woman_curly_hair:', ':knot:']",Semantic list,LENGTH
evil entity,👿😾,"[':angry_face_with_horns:', ':pouting_cat:']",Semantic list,EVIL
tough competitor,🤼💥,"[':people_wrestling:', ':collision:']",Semantic list,STRENGTH
flustered blush,😳🌸,"[':flushed_face:', ':cherry_blossom:']",Semantic list,EMOTIONALITY
dull mood,🥱😒,"[':yawning_face:', ':unamused_face:']",Semantic list,DULLNESS
joyful laughter,😆🎶,"[':grinning_squinting_face:', ':musical_notes:']",Semantic list,PLEASANTNESS
pristine counter,🧽✨,"[':sponge:', ':sparkles:']",Semantic list,CLEANNESS
cleansing wipe,🧻🧼,"[':roll_of_paper:', ':soap:']",Semantic list,CLEANNESS
misty morning,🌫️🌅,"[':fog:', ':sunrise:']",Semantic list,WETNESS
flowing locks,🧑‍🦱🌊,"[':person_curly_hair:', ':water_wave:']",Semantic list,LENGTH
flat game,🎮⏸️,"[':video_game:', ':pause_button:']",Semantic list,DULLNESS
delightful chat,💬😃,"[':speech_balloon:', ':grinning_face_with_big_eyes:']",Semantic list,PLEASANTNESS
sunny weekend,🌻😃,"[':sunflower:', ':grinning_face_with_big_eyes:']",Semantic list,PLEASANTNESS
vertigo view,😵‍💫🏔️,"[':face_with_spiral_eyes:', ':snow-capped_mountain:']",Semantic list,HEIGHT
common land,🌆🏙️🌉🏝️,"[':cityscape_at_dusk:', ':cityscape:', ':bridge_at_night:', ':desert_island:']",Semantic list,COMMONALITY
sky-high plane,✈️🌥️,"[':airplane:', ':sun_behind_large_cloud:']",Semantic list,HEIGHT
low bow,🙇‍♀️🙇🙇‍♂️,"[':woman_bowing:', ':person_bowing:', ':man_bowing:']",Semantic list,HEIGHT
little boy,👦🧍,"[':boy:', ':person_standing:']",Semantic list,AGE
raucous greeting,🙋‍♂️🔊,"[':man_raising_hand:', ':loud_sound:']",Semantic list,VOLUME
escalating steps,🪜🔼,"[':ladder:', ':up_button:']",Semantic list,HEIGHT
sanitized station,🧴🏷️,"[':lotion_bottle:', ':label:']",Semantic list,CLEANNESS
peaceful nap,🛏️💤,"[':bed:', ':zzz:']",Semantic list,PLEASANTNESS
warm personality,😁🥳,"[':beaming_face_with_smiling_eyes:', ':partying_face:']",Semantic list,EMOTIONALITY
everyday watchers,👀🪑,"[':eyes:', ':chair:']",Semantic list,COMMONNESS
common nuisance,🤒🤕,"[':face_with_thermometer:', ':face_with_head-bandage:']",Semantic list,COMMONNESS
average people,🧍‍♂️🧍‍♀️🧍,"[':man_standing:', ':woman_standing:', ':person_standing:']",Semantic list,COMMONNESS
glittering disco,💃🪩,"[':woman_dancing:', ':mirror_ball:']",Semantic list,LUMINOSITY
cool drink,🥤🧃,"[':cup_with_straw:', ':beverage_box:']",Semantic list,TEMPERATURE
content day,😌☀️,"[':relieved_face:', ':sun:']",Semantic list,PLEASANTNESS
joyous party,🥳🎂,"[':partying_face:', ':birthday_cake:']",Semantic list,PLEASANTNESS
exotic cuisine,🍱🥐🍕,"[':bento_box:', ':croissant:', ':pizza:']",Semantic list,FOREIGNNESS
brooding mood,😶‍🌫️🌩️,"[':face_in_clouds:', ':cloud_with_lightning:']",Semantic list,EMOTIONALITY
muddy ground,🤎🍂,"[':brown_heart:', ':fallen_leaf:']",Semantic list,WETNESS
common land,🌎🇦🇽🇮🇴🇻🇬🇧🇶🇧🇶🇰🇾,"[':globe_showing_Americas:', ':Åland_Islands:', ':British_Indian_Ocean_Territory:', ':British_Virgin_Islands:', ':Caribbean_Netherlands:', ':Caribbean_Netherlands:', ':Cayman_Islands:']",Semantic list,COMMONALITY
layered curls,👩‍🦱🔄,"[':woman_curly_hair:', ':counterclockwise_arrows_button:']",Semantic list,LENGTH
searing pain,🤕🌡️,"[':face_with_head-bandage:', ':thermometer:']",Semantic list,TEMPERATURE
black magic,🧙‍♂️🔮,"[':man_mage:', ':crystal_ball:']",Semantic list,EVIL
hot temper,😡😤,"[':pouting_face:', ':face_with_steam_from_nose:']",Semantic list,EMOTIONALITY
acoustic feedback,🎧🔈,"[':headphone:', ':speaker_low_volume:']",Semantic list,VOLUME
dull day,😥😟,"[':sad_but_relieved_face:', ':worried_face:']",Semantic list,DULLNESS
average people,👨🧑👩👧,"[':man:', ':person:', ':woman:', ':girl:']",Semantic list,COMMONNESS
moist grassland,🌾💧,"[':sheaf_of_rice:', ':droplet:']",Semantic list,WETNESS
multilayer lasagna,🍝🍛,"[':spaghetti:', ':curry_rice:']",Semantic list,THICKNESS
big city,🌇🏙️,"[':sunset:', ':cityscape:']",Semantic list,SIZE
happy retreat,🏖️😌,"[':beach_with_umbrella:', ':relieved_face:']",Semantic list,PLEASANTNESS
full immersion,🛁🤿,"[':bathtub:', ':diving_mask:']",Semantic list,DEPTH
deep sigh,😮‍💨😥😕,"[':face_exhaling:', ':sad_but_relieved_face:', ':confused_face:']",Semantic list,DEPTH
bellowing call,📣📞,"[':megaphone:', ':telephone_receiver:']",Semantic list,VOLUME
blank stare,😶📺,"[':face_without_mouth:', ':television:']",Semantic list,DULLNESS
tidy shelf,🗄️✋,"[':file_cabinet:', ':raised_hand:']",Semantic list,CLEANNESS
full glass,🥛🥂,"[':glass_of_milk:', ':clinking_glasses:']",Semantic list,FULLNESS
visible target,🎯👁️,"[':direct_hit:', ':eye:']",Semantic list,CLARITY
haunted presence,🏚️👣,"[':derelict_house:', ':footprints:']",Semantic list,EVIL
common man,👨🧑‍🦱👨‍🦱,"[':man:', ':person_curly_hair:', ':man_curly_hair:']",Semantic list,COMMONNESS
bright future,😎👨‍🔬👩‍⚕️🧑‍💻,"[':smiling_face_with_sunglasses:', ':man_scientist:', ':woman_health_worker:', ':technologist:']",Semantic list,AUSPICIOUSNESS
logical puzzle,🧩📝,"[':jigsaw:', ':memo:']",Semantic list,INTELLIGENCE
cannon boom,🎆🔊,"[':fireworks:', ':loud_sound:']",Semantic list,VOLUME
ample supply,🍏🍌🥐🌮🥪🥨🧀🥚🥞🥬🌶️🍢🧋🌰🍪🎂🥂🍨,"[':green_apple:', ':banana:', ':croissant:', ':taco:', ':sandwich:', ':pretzel:', ':cheese_wedge:', ':egg:', ':pancakes:', ':leafy_green:', ':hot_pepper:', ':oden:', ':bubble_tea:', ':chestnut:', ':cookie:', ':birthday_cake:', ':clinking_glasses:', ':ice_cream:']",Semantic list,SUFFICIENCY
gentle fondness,☺️🌼,"[':smiling_face:', ':blossom:']",Semantic list,EMOTIONALITY
drenched coat,🧥💦,"[':coat:', ':sweat_droplets:']",Semantic list,WETNESS
massive statue,🗽🗿,"[':Statue_of_Liberty:', ':moai:']",Semantic list,SIZE
booming bass,🔊🎶,"[':loud_sound:', ':musical_notes:']",Semantic list,VOLUME
demonic shadow,🌑👻,"[':new_moon:', ':ghost:']",Semantic list,EVIL
fiery horizon,🌇🔥,"[':sunset:', ':fire:']",Semantic list,LUMINOSITY
hearty laughter,😂💗,"[':face_with_tears_of_joy:', ':heart_decoration:']",Semantic list,EMOTIONALITY
heated argument,😡🔥,"[':pouting_face:', ':fire:']",Semantic list,TEMPERATURE
scorching sun,🌞🔥,"[':sun_with_face:', ':fire:']",Semantic list,TEMPERATURE
faded excitement,🎉🛌,"[':party_popper:', ':bed:']",Semantic list,DULLNESS
top shelf,🗄️⬆️,"[':file_cabinet:', ':up_arrow:']",Semantic list,POSITION
lowest point,📉🔻,"[':chart_decreasing:', ':red_triangle_pointed_down:']",Semantic list,POSITION
waterless pond,🫗🦆,"[':pouring_liquid:', ':duck:']",Semantic list,WETNESS
cheerful excitement,😃🎉,"[':grinning_face_with_big_eyes:', ':party_popper:']",Semantic list,EMOTIONALITY
quick-witted reply,🗣️⚡,"[':speaking_head:', ':high_voltage:']",Semantic list,INTELLIGENCE
idyllic life,🧖‍♀️💆‍♂️🧖‍♂️😇,"[':woman_in_steamy_room:', ':man_getting_massage:', ':man_in_steamy_room:', ':smiling_face_with_halo:']",Semantic list,PLEASANTNESS
right corner,↗️🧭,"[':up-right_arrow:', ':compass:']",Semantic list,POSITION
dazzling reflection,🔆🔍,"[':bright_button:', ':magnifying_glass_tilted_right:']",Semantic list,LUMINOSITY
warm handshake,🤝🌡️,"[':handshake:', ':thermometer:']",Semantic list,TEMPERATURE
fat logs,🪵🪵,"[':wood:', ':wood:']",Semantic list,THICKNESS
layered cake,🎂🍰,"[':birthday_cake:', ':shortcake:']",Semantic list,THICKNESS
stadium chant,🏟️📣,"[':stadium:', ':megaphone:']",Semantic list,VOLUME
genius idea,🤯💡,"[':exploding_head:', ':light_bulb:']",Semantic list,INTELLIGENCE
loving warmth,🥰💞,"[':smiling_face_with_hearts:', ':revolving_hearts:']",Semantic list,EMOTIONALITY
foreign city,🇻🇪🇲🇪🇲🇲🌆,"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':cityscape_at_dusk:']",Semantic list,UNFAMILIARITY
envious glare,😒👀,"[':unamused_face:', ':eyes:']",Semantic list,EMOTIONALITY
thick dictionary,📕📘,"[':closed_book:', ':blue_book:']",Semantic list,THICKNESS
sunken treasure,🏴‍☠️🗺️,"[':pirate_flag:', ':world_map:']",Semantic list,DEPTH
internal organ,🫀🧠🫁,"[':anatomical_heart:', ':brain:', ':lungs:']",Semantic list,POSITION
calm fish,🐟🌊,"[':fish:', ':water_wave:']",Semantic list,TAMENESS
blazing sun,☀️🔥,"[':sun:', ':fire:']",Semantic list,LUMINOSITY
explicit direction,↗️🔑,"[':up-right_arrow:', ':key:']",Semantic list,CLARITY
upper top,🔝⬆️,"[':top_arrow:', ':up_arrow:']",Semantic list,POSITION
buzz cut,👨‍🦲💈,"[':man_bald:', ':barber:']",Semantic list,LENGTH
domestic animal,🏠🐶🐱🐰🐹🐭,"[':house:', ':dog_face:', ':cat_face:', ':rabbit_face:', ':hamster:', ':mouse_face:']",Semantic list,TAMENESS
mundane schedule,📆😴,"[':calendar:', ':sleeping_face:']",Semantic list,DULLNESS
peak position,🔝🏔️,"[':top_arrow:', ':snow-capped_mountain:']",Semantic list,POSITION
casual group,🙎‍♀️🧑‍🦰🧍,"[':woman_pouting:', ':person_red_hair:', ':person_standing:']",Semantic list,COMMONNESS
enormous container,📦📦,"[':package:', ':package:']",Semantic list,SIZE
plain explanation,✏️🗯️,"[':pencil2:', ':right_anger_bubble:']",Semantic list,CLARITY
bored expression,😐🙄,"[':neutral_face:', ':face_with_rolling_eyes:']",Semantic list,DULLNESS
anonymous group,👤👥,"[':bust_in_silhouette:', ':busts_in_silhouette:']",Semantic list,COMMONNESS
layered blanket,🛏️🧺,"[':bed:', ':basket:']",Semantic list,THICKNESS
soulful gaze,😥✨,"[':sad_but_relieved_face:', ':sparkles:']",Semantic list,DEPTH
giant ladder,🪜⛰️,"[':ladder:', ':mountain:']",Semantic list,HEIGHT
mundane travelers,🧳🚶,"[':luggage:', ':person_walking:']",Semantic list,COMMONNESS
tiny ponytail,👦🎀,"[':boy:', ':ribbon:']",Semantic list,LENGTH
intense secret,🤫🔒,"[':shushing_face:', ':locked:']",Semantic list,DEPTH
innovative engineer,👨‍💻💡,"[':man_technologist:', ':light_bulb:']",Semantic list,INTELLIGENCE
ample food,🍔🌭🌮🌯🥪🍕,"[':hamburger:', ':hot_dog:', ':taco:', ':burrito:', ':sandwich:', ':pizza:']",Semantic list,QUANTITY
corrupt ghost,👻💀,"[':ghost:', ':skull:']",Semantic list,EVIL
tearful relief,😢😌,"[':crying_face:', ':relieved_face:']",Semantic list,EMOTIONALITY
fiery skillet,🍳🔥,"[':cooking:', ':fire:']",Semantic list,TEMPERATURE
ordinary folks,🧍‍♂️🧍‍♀️,"[':man_standing:', ':woman_standing:']",Semantic list,COMMONNESS
unambiguous sign,📢▶️,"[':loudspeaker:', ':play_button:']",Semantic list,CLARITY
spiritless crowd,👥🤥,"[':busts_in_silhouette:', ':lying_face:']",Semantic list,DULLNESS
deep trance,😵‍💫😶,"[':face_with_spiral_eyes:', ':face_without_mouth:']",Semantic list,DEPTH
loudspeaker alert,🔈⚠️,"[':speaker_low_volume:', ':warning:']",Semantic list,VOLUME
soggy shoes,👟🌧️,"[':running_shoe:', ':cloud_with_rain:']",Semantic list,WETNESS
peaceful deer,🦌🌲,"[':deer:', ':evergreen_tree:']",Semantic list,TAMENESS
hot temper,😡🤬,"[':pouting_face:', ':face_with_symbols_on_mouth:']",Semantic list,EMOTIONALITY
hot oven,🔥🍞,"[':fire:', ':bread:']",Semantic list,TEMPERATURE
deep ocean,🌊🐚,"[':water_wave:', ':spiral_shell:']",Semantic list,DEPTH
weighted secret,🔒⚖️,"[':locked:', ':balance_scale:']",Semantic list,DEPTH
brilliant spotlight,🔦🌟,"[':flashlight:', ':glowing_star:']",Semantic list,LUMINOSITY
overwhelmed tears,🥺💦,"[':pleading_face:', ':sweat_droplets:']",Semantic list,EMOTIONALITY
beaming lighthouse,🚨🌊,"[':rotating_light:', ':water_wave:']",Semantic list,LUMINOSITY
emotional crater,😞🕳️,"[':disappointed_face:', ':hole:']",Semantic list,DEPTH
ominous omen,🔮🕯️,"[':crystal_ball:', ':candle:']",Semantic list,EVIL
glacial lake,🧊🏔️,"[':ice_cube:', ':snow-capped_mountain:']",Semantic list,WETNESS
dark undercurrent,👿😱😨,"[':angry_face_with_horns:', ':face_screaming_in_fear:', ':fearful_face:']",Semantic list,EVIL
deep reflection,🤔🌊,"[':thinking_face:', ':water_wave:']",Semantic list,DEPTH
ringing siren,🚨🔔,"[':police_car_light:', ':bell:']",Semantic list,VOLUME
intelligent life,👨‍🔬🔬🧫🦠🧠🧠,"[':man_scientist:', ':microscope:', ':petri_dish:', ':microbe:', ':brain:', ':brain:']",Semantic list,INTELLIGENCE
puzzling statement,😵‍💫🤔,"[':face_with_spiral_eyes:', ':thinking_face:']",Semantic list,CLARITY
dry eyes,👁️🏜️,"[':eye:', ':desert:']",Semantic list,WETNESS
vivid neon,🌃🔮,"[':night_with_stars:', ':crystal_ball:']",Semantic list,LUMINOSITY
wet basement,🏚️💧,"[':derelict_house:', ':droplet:']",Semantic list,WETNESS
blissful dream,😴💭,"[':sleeping_face:', ':thought_balloon:']",Semantic list,PLEASANTNESS
calm dog,🐶🪢,"[':dog_face:', ':knot:']",Semantic list,TAMENESS
far left,⬅️💁,"[':left_arrow:', ':person_tipping_hand:']",Semantic list,POSITION
readable sign,🪧👓,"[':placard:', ':glasses:']",Semantic list,CLARITY
flooded alley,🌧️🏙️,"[':cloud_with_rain:', ':cityscape:']",Semantic list,WETNESS
typical workers,🧑‍💼🧑‍🔧,"[':office_worker:', ':mechanic:']",Semantic list,COMMONNESS
cursed artifact,🏺🕸️,"[':amphora:', ':spider_web:']",Semantic list,EVIL
foreign nation,🇦🇫🇦🇽🇦🇱,"[':Afghanistan:', ':Åland_Islands:', ':Albania:']",Semantic list,FOREIGNNESS
sudden shock,😱⚠️,"[':face_screaming_in_fear:', ':warning:']",Semantic list,EMOTIONALITY
brilliant flame,🔥💡,"[':fire:', ':light_bulb:']",Semantic list,LUMINOSITY
soothing bath,🛀🫧,"[':person_taking_bath:', ':bubbles:']",Semantic list,PLEASANTNESS
spiritual dive,🧘‍♂️💫,"[':man_in_lotus_position:', ':dizzy:']",Semantic list,DEPTH
quiet sadness,😔🕯️,"[':pensive_face:', ':candle:']",Semantic list,EMOTIONALITY
tiring conversation,🗨️😶,"[':left_speech_bubble:', ':face_without_mouth:']",Semantic list,DULLNESS
legible text,🔤📖,"[':input_latin_letters:', ':open_book:']",Semantic list,CLARITY
vast desert,🏜️🌍,"[':desert:', ':globe_showing_Europe-Africa:']",Semantic list,SIZE
deep resonance,🎶🔊,"[':musical_notes:', ':loud_sound:']",Semantic list,DEPTH
delicate wing,🦅🕊️,"[':eagle:', ':dove:']",Semantic list,STRENGTH
deep sorrow,😭🖤,"[':loudly_crying_face:', ':black_heart:']",Semantic list,EMOTIONALITY
typical couple,👫🧍,"[':woman_and_man_holding_hands:', ':person_standing:']",Semantic list,COMMONNESS
spotless window,🪟✨,"[':window:', ':sparkles:']",Semantic list,CLEANNESS
fresh scent,👦🚿🧼🌺,"[':boy:', ':shower:', ':soap:', ':hibiscus:']",Semantic list,FRESHNESS
firm foundation,🏛️🧱,"[':classical_building:', ':brick:']",Semantic list,STRENGTH
wide ocean,🌏🌊,"[':globe_showing_Asia-Australia:', ':water_wave:']",Semantic list,SIZE
sinister gaze,🕶️😏,"[':sunglasses:', ':smirking_face:']",Semantic list,EVIL
rear end,🔚🚶,"[':end_arrow:', ':person_walking:']",Semantic list,POSITION
normal neighbors,🚪👨‍👩‍👦,"[':door:', ':family_man_woman_boy:']",Semantic list,COMMONNESS
lethargic nod,💤🤏,"[':zzz:', ':pinching_hand:']",Semantic list,DULLNESS
sheer outline,📐💡,"[':triangular_ruler:', ':light_bulb:']",Semantic list,CLARITY
bulky folder,🗂️⬛,"[':card_box:', ':black_large_square:']",Semantic list,THICKNESS
sluggish day,🐌😴,"[':snail:', ':sleeping_face:']",Semantic list,DULLNESS
hidden sorrow,😔🗝️,"[':pensive_face:', ':key:']",Semantic list,DEPTH
towering tree,🌳🔝,"[':deciduous_tree:', ':top_arrow:']",Semantic list,HEIGHT
extended field,🏞️🌐,"[':national_park:', ':globe_with_meridians:']",Semantic list,SIZE
flat response,😑➖,"[':expressionless_face:', ':heavy_minus_sign:']",Semantic list,DULLNESS
waist-length hair,🧑‍🦰📏,"[':person_red_hair:', ':straight_ruler:']",Semantic list,LENGTH
